STRD_YYMM,SIDO_NM,CCG_NM,GENDER_CD,AGE_CD,TP_BUZ_NO,TP_BUZ_NM,amt,cnt
202602,서울특별시,종로구,3,3,4020,슈퍼 마켓,14030000,1092
202605,부산광역시,해운대구,2,5,8002,갈비전문점,7480000,80
202601,충청북도,단양군,2,3,8005,중국음식,1270000,39
202604,충청남도,서산시,x,x,4020,슈퍼 마켓,10140000,593
202602,전라남도,함평군,2,3,8301,제 과 점,820000,55
202603,부산광역시,금정구,2,3,8005,중국음식,18660000,649
202602,전라남도,영광군,2,3,8005,중국음식,1790000,42
202605,서울특별시,동작구,3,6,8005,중국음식,4640000,156
202603,경기도,양평군,2,5,8005,중국음식,8120000,241
202604,강원특별자치도,춘천시,2,1,4020,슈퍼 마켓,1730000,188
202606,경상북도,김천시,1,5,8005,중국음식,24700000,1052
202605,서울특별시,용산구,1,2,8005,중국음식,167780000,6537
202605,울산광역시,남구,3,5,8021,스넥,7160000,310
202606,전북특별자치도,장수군,2,6,8005,중국음식,2760000,93
202601,강원특별자치도,태백시,1,4,8301,제 과 점,2860000,186
202604,울산광역시,중구,3,5,8001,일반한식,22600000,701
202606,경상남도,합천군,1,3,8006,서양음식,8360000,673
202601,강원특별자치도,속초시,1,1,8021,스넥,1800000,122
202601,경기도,양주시,1,1,8301,제 과 점,1020000,120
202606,강원특별자치도,고성군,3,2,8021,스넥,2580000,109
202602,전북특별자치도,정읍시,3,6,4010,편 의 점,3000000,316
202603,광주광역시,광산구,x,x,8004,일식회집,53890000,1144
202604,경기도,안양시 만안구,1,3,8004,일식회집,21430000,471
202605,경상남도,함양군,1,3,8021,스넥,2860000,95
202606,전북특별자치도,김제시,1,5,8301,제 과 점,6310000,369
202605,경상북도,영천시,1,5,8005,중국음식,27780000,1308
202603,경기도,의왕시,2,1,8001,일반한식,1890000,103
202606,강원특별자치도,원주시,3,4,8004,일식회집,4560000,69
202606,인천광역시,동구,2,2,4010,편 의 점,7730000,1358
202604,경기도,화성시 만세구,3,2,8005,중국음식,14770000,593
202602,경기도,용인시 처인구,3,5,8005,중국음식,8440000,183
202601,경기도,수원시 권선구,2,1,4004,대형할인점,2410000,160
202602,대구광역시,군위군,2,2,8001,일반한식,5700000,347
202603,전북특별자치도,정읍시,2,2,8021,스넥,2770000,157
202602,경기도,고양시 덕양구,3,5,8301,제 과 점,4160000,313
202602,경상북도,상주시,2,5,8004,일식회집,15310000,253
202602,서울특별시,영등포구,2,1,4004,대형할인점,3760000,269
202604,경상북도,구미시,3,6,8301,제 과 점,3040000,243
202603,인천광역시,옹진군,1,5,8005,중국음식,5470000,197
202604,충청남도,부여군,3,3,4010,편 의 점,8130000,874
202605,강원특별자치도,철원군,3,6,4020,슈퍼 마켓,2080000,104
202605,부산광역시,수영구,1,3,4004,대형할인점,4380000,496
202603,경상북도,고령군,1,2,4010,편 의 점,11810000,1362
202604,광주광역시,서구,2,1,8004,일식회집,910000,32
202602,경기도,여주시,3,4,8301,제 과 점,1340000,103
202605,서울특별시,관악구,3,4,8005,중국음식,10660000,320
202602,충청북도,영동군,2,2,8001,일반한식,5170000,213
202601,서울특별시,노원구,3,5,4004,대형할인점,20110000,522
202602,충청남도,보령시,1,3,8005,중국음식,18590000,537
202605,충청남도,금산군,3,1,8001,일반한식,430000,30
202604,경상남도,창원시 의창구,1,6,8002,갈비전문점,17460000,156
202606,전북특별자치도,남원시,2,3,4020,슈퍼 마켓,28010000,1261
202602,충청남도,천안시 서북구,3,3,8004,일식회집,5830000,101
202603,경상북도,청도군,2,2,4004,대형할인점,2930000,73
202604,충청남도,금산군,3,6,4020,슈퍼 마켓,14480000,519
202605,경기도,수원시 팔달구,2,1,4020,슈퍼 마켓,2170000,205
202604,경기도,안양시 동안구,3,4,8021,스넥,4130000,250
202601,부산광역시,동래구,3,3,8021,스넥,2600000,172
202601,대구광역시,수성구,1,1,4004,대형할인점,4490000,236
202601,서울특별시,도봉구,2,6,8004,일식회집,33320000,597
202603,인천광역시,중구,1,1,8301,제 과 점,950000,115
202605,전라남도,함평군,1,3,4010,편 의 점,11190000,1113
202604,전북특별자치도,남원시,3,5,4020,슈퍼 마켓,14360000,875
202603,부산광역시,영도구,1,4,8002,갈비전문점,7490000,108
202605,경기도,용인시 처인구,1,5,8004,일식회집,40630000,688
202606,서울특별시,양천구,x,x,4020,슈퍼 마켓,75700000,4246
202601,경상남도,밀양시,3,4,8006,서양음식,4140000,264
202601,전북특별자치도,정읍시,1,6,8301,제 과 점,7260000,529
202605,충청남도,예산군,2,5,8021,스넥,9440000,560
202606,전라남도,고흥군,1,5,8004,일식회집,5000000,48
202604,경기도,하남시,x,x,8021,스넥,14460000,1001
202605,경기도,화성시 동탄구,1,1,4020,슈퍼 마켓,1240000,175
202605,경기도,화성시 만세구,2,1,4010,편 의 점,8660000,1620
202603,경상남도,사천시,1,1,8001,일반한식,10190000,292
202604,전라남도,나주시,3,1,4020,슈퍼 마켓,4410000,304
202603,경상남도,창원시 성산구,2,4,8004,일식회집,29730000,606
202605,강원특별자치도,화천군,1,5,8021,스넥,9420000,354
202601,전북특별자치도,남원시,2,3,8004,일식회집,1560000,26
202603,경상북도,문경시,1,2,8004,일식회집,1120000,23
202602,경상남도,창원시 의창구,3,1,8001,일반한식,630000,27
202606,강원특별자치도,화천군,1,4,4020,슈퍼 마켓,10490000,551
202603,충청북도,청주시 흥덕구,2,1,4020,슈퍼 마켓,3740000,324
202605,경기도,하남시,3,4,8005,중국음식,3040000,108
202605,경상남도,창원시 의창구,1,4,8004,일식회집,29840000,559
202605,부산광역시,동구,1,1,8001,일반한식,6700000,315
202601,강원특별자치도,양양군,3,6,4020,슈퍼 마켓,3510000,132
202604,강원특별자치도,평창군,3,4,8001,일반한식,11680000,251
202601,경상남도,거창군,1,2,8001,일반한식,25850000,1105
202603,강원특별자치도,양양군,1,6,8021,스넥,5890000,189
202606,인천광역시,동구,1,5,8301,제 과 점,4360000,357
202602,대구광역시,동구,1,1,4020,슈퍼 마켓,5830000,956
202605,대전광역시,대덕구,1,1,4020,슈퍼 마켓,2780000,495
202601,경기도,부천시 오정구,3,6,4010,편 의 점,5510000,644
202603,경상북도,청송군,2,2,4010,편 의 점,1320000,177
202602,충청북도,진천군,1,3,8004,일식회집,4990000,97
202604,경기도,가평군,3,3,4020,슈퍼 마켓,10270000,338
202606,전라남도,영암군,2,6,8006,서양음식,8980000,801
202605,부산광역시,사상구,2,6,8003,한정식,3910000,123
202601,경기도,의정부시,3,4,8021,스넥,3380000,234
202602,충청북도,제천시,3,5,8006,서양음식,5820000,445
202601,경상북도,울진군,3,2,8001,일반한식,5670000,113
202606,경기도,화성시 병점구,3,1,4010,편 의 점,3450000,478
202606,경상남도,고성군,3,2,4004,대형할인점,2220000,54
202601,부산광역시,사상구,3,3,8301,제 과 점,3220000,294
202604,대구광역시,달서구,3,6,8021,스넥,4800000,348
202601,충청남도,예산군,3,4,8021,스넥,2190000,97
202604,인천광역시,강화군,3,3,4020,슈퍼 마켓,10380000,409
202606,경상남도,함양군,2,2,8001,일반한식,5590000,215
202604,부산광역시,동래구,3,5,8301,제 과 점,3650000,323
202606,서울특별시,관악구,x,x,4004,대형할인점,37940000,3378
202604,경상북도,예천군,2,5,8021,스넥,5050000,241
202601,경상남도,산청군,1,3,8301,제 과 점,1810000,129
202604,경기도,고양시 덕양구,3,3,4004,대형할인점,38980000,963
202604,경기도,의왕시,2,1,4004,대형할인점,1130000,92
202603,전라남도,완도군,1,6,8021,스넥,9280000,375
202606,경상남도,통영시,1,1,8001,일반한식,6510000,228
202605,대전광역시,서구,3,3,8021,스넥,5210000,295
202605,전라남도,고흥군,2,5,8021,스넥,6980000,289
202606,세종특별자치시,세종특별자치시,x,x,8021,스넥,21040000,1406
202606,충청북도,음성군,3,3,4004,대형할인점,1100000,66
202604,강원특별자치도,고성군,1,3,8021,스넥,3190000,144
202601,경상북도,성주군,2,4,4004,대형할인점,9940000,312
202601,경기도,고양시 덕양구,3,3,8301,제 과 점,3870000,317
202602,강원특별자치도,고성군,2,3,8001,일반한식,26920000,486
202605,전라남도,영암군,1,4,8301,제 과 점,3950000,259
202601,경기도,광명시,3,3,8301,제 과 점,2660000,241
202601,전북특별자치도,진안군,1,5,8005,중국음식,5060000,179
202606,전북특별자치도,군산시,1,2,4004,대형할인점,16230000,488
202601,대전광역시,중구,1,1,8301,제 과 점,17220000,690
202602,대전광역시,중구,3,6,8301,제 과 점,10750000,397
202601,경상북도,경산시,3,2,8005,중국음식,13010000,590
202603,강원특별자치도,철원군,1,3,8021,스넥,3990000,197
202605,서울특별시,용산구,1,1,4020,슈퍼 마켓,1440000,333
202604,경기도,가평군,3,6,4010,편 의 점,8110000,903
202604,울산광역시,울주군,1,1,8301,제 과 점,1440000,258
202605,전라남도,영암군,2,5,4004,대형할인점,4750000,193
202606,경상남도,함안군,2,2,8006,서양음식,4750000,410
202601,전라남도,영암군,3,3,4004,대형할인점,4700000,250
202601,경기도,의왕시,3,4,4004,대형할인점,6990000,260
202606,경기도,포천시,2,1,8301,제 과 점,280000,50
202602,대전광역시,중구,2,5,8006,서양음식,68160000,6487
202602,서울특별시,서초구,1,3,8021,스넥,113200000,7257
202602,경기도,평택시,1,6,8004,일식회집,38280000,530
202605,부산광역시,연제구,1,6,4010,편 의 점,194430000,26031
202606,경상북도,경산시,1,3,4010,편 의 점,263250000,33576
202604,부산광역시,동래구,1,4,8005,중국음식,74290000,2397
202604,경기도,의정부시,2,3,4010,편 의 점,179600000,22713
202604,경기도,화성시 만세구,1,4,8001,일반한식,868220000,27779
202604,전라남도,광양시,1,5,8021,스넥,70340000,3354
202604,서울특별시,광진구,2,4,4010,편 의 점,173110000,23382
202604,서울특별시,구로구,3,6,4020,슈퍼 마켓,169460000,12011
202605,경기도,고양시 일산서구,x,x,8006,서양음식,66570000,9667
202605,인천광역시,중구,x,x,8001,일반한식,223020000,5945
202605,경상북도,구미시,1,5,8006,서양음식,188350000,18311
202605,광주광역시,북구,1,6,8021,스넥,107030000,5863
202605,충청남도,아산시,1,5,4010,편 의 점,608230000,65410
202601,부산광역시,수영구,1,2,8001,일반한식,521250000,12321
202601,경상북도,영주시,1,4,8001,일반한식,177560000,3890
202605,전북특별자치도,익산시,2,2,4020,슈퍼 마켓,36250000,2080
202605,경상남도,거제시,1,4,8001,일반한식,942660000,20024
202605,서울특별시,송파구,2,3,4010,편 의 점,365250000,50023
202604,서울특별시,성북구,2,2,4010,편 의 점,192700000,38791
202601,경기도,안산시 단원구,1,2,4010,편 의 점,276410000,40495
202604,제주특별자치도,제주시,3,5,8006,서양음식,404700000,33076
202605,부산광역시,영도구,x,x,8301,제 과 점,93920000,7396
202605,경기도,용인시 기흥구,x,x,8001,일반한식,270620000,6977
202605,충청남도,예산군,x,x,8001,일반한식,44530000,1426
202604,인천광역시,남동구,2,5,8006,서양음식,180540000,19077
202601,경기도,화성시 만세구,2,4,4010,편 의 점,165640000,15714
202606,인천광역시,미추홀구,1,6,4020,슈퍼 마켓,464680000,30484
202601,경상북도,예천군,1,5,8006,서양음식,14060000,1148
202605,전라남도,영광군,2,2,4010,편 의 점,8190000,638
202601,대구광역시,달서구,1,6,8001,일반한식,2096870000,54867
202603,서울특별시,구로구,2,4,8006,서양음식,153280000,18644
202602,대전광역시,유성구,2,2,8006,서양음식,123280000,11360
202602,서울특별시,강서구,2,4,4020,슈퍼 마켓,188200000,12354
202602,서울특별시,서대문구,1,5,4010,편 의 점,262980000,33627
202603,부산광역시,북구,2,6,4020,슈퍼 마켓,480850000,33727
202606,경기도,평택시,1,3,4004,대형할인점,129730000,5179
202601,경기도,의왕시,1,6,4010,편 의 점,82840000,10318
202602,제주특별자치도,제주시,3,4,8021,스넥,148210000,7886
202601,광주광역시,동구,1,2,8001,일반한식,265920000,7454
202603,서울특별시,구로구,1,2,4010,편 의 점,208930000,36121
202605,서울특별시,강북구,1,2,8001,일반한식,205370000,5376
202605,경기도,수원시 권선구,x,x,8001,일반한식,165320000,3638
202605,서울특별시,강남구,2,2,8004,일식회집,237590000,7479
202606,경기도,수원시 권선구,1,4,4010,편 의 점,442070000,52128
202605,대구광역시,서구,2,3,4010,편 의 점,69360000,8905
202603,경상북도,경산시,2,4,4010,편 의 점,137550000,16226
202606,서울특별시,영등포구,2,4,8006,서양음식,372260000,34103
202606,인천광역시,미추홀구,2,3,8001,일반한식,203110000,6514
202606,광주광역시,서구,2,4,8021,스넥,72840000,4621
202606,경기도,파주시,1,6,8006,서양음식,260950000,18091
202605,경상남도,진주시,1,3,8006,서양음식,176040000,14981
202603,대전광역시,유성구,2,1,4010,편 의 점,21540000,4251
202604,인천광역시,중구,1,6,8006,서양음식,171860000,13303
202605,부산광역시,중구,2,4,8001,일반한식,385020000,10383
202605,서울특별시,강남구,x,x,8005,중국음식,156640000,3214
202601,전북특별자치도,완주군,1,2,8021,스넥,6720000,465
202601,광주광역시,북구,2,4,8006,서양음식,253310000,26805
202606,충청남도,보령시,1,3,4020,슈퍼 마켓,30600000,1277
202605,부산광역시,연제구,2,3,8006,서양음식,166690000,22522
202602,경기도,하남시,1,3,4004,대형할인점,626250000,12337
202603,서울특별시,관악구,1,3,4010,편 의 점,571980000,80943
202602,대구광역시,북구,1,5,8005,중국음식,102520000,4280
202603,경상남도,창원시 마산합포구,2,6,8001,일반한식,645500000,14515
202604,경기도,부천시 원미구,2,5,8006,서양음식,190490000,20102
202605,경상북도,안동시,1,6,8001,일반한식,688170000,17242
202606,강원특별자치도,평창군,1,4,8001,일반한식,138190000,2838
202601,서울특별시,송파구,1,3,8001,일반한식,1258670000,31163
202605,서울특별시,영등포구,3,3,4010,편 의 점,107480000,12820
202602,강원특별자치도,원주시,1,4,8001,일반한식,764700000,19616
202601,서울특별시,서초구,2,4,8006,서양음식,526630000,39351
202601,서울특별시,강서구,2,6,8001,일반한식,790030000,22825
202601,경상남도,창원시 마산회원구,2,4,8021,스넥,30450000,1940
202601,인천광역시,남동구,1,3,4010,편 의 점,440250000,54812
202606,서울특별시,광진구,2,6,8001,일반한식,598430000,16730
202604,제주특별자치도,제주시,1,6,8001,일반한식,2265960000,53672
202602,인천광역시,연수구,2,5,8006,서양음식,186690000,13358
202603,부산광역시,연제구,2,1,4010,편 의 점,13530000,2670
202603,서울특별시,구로구,1,3,8001,일반한식,599990000,19151
202605,충청남도,천안시 서북구,2,3,4010,편 의 점,206270000,22180
202602,경기도,광주시,1,6,8006,서양음식,123830000,9436
202603,울산광역시,중구,1,6,8001,일반한식,721120000,18626
202603,경기도,구리시,2,5,4020,슈퍼 마켓,200780000,9164
202605,부산광역시,사하구,2,2,4010,편 의 점,119450000,20979
202604,서울특별시,강서구,2,5,8001,일반한식,657300000,20539
202605,대전광역시,서구,1,3,8006,서양음식,225390000,22270
202604,경기도,광주시,1,4,8005,중국음식,83250000,3037
202604,충청남도,아산시,1,5,8001,일반한식,959770000,25948
202603,경상북도,포항시 북구,2,4,8001,일반한식,329690000,7875
202601,서울특별시,서초구,1,6,8001,일반한식,2138580000,53195
202606,전북특별자치도,전주시 덕진구,1,4,4010,편 의 점,274790000,31594
202605,부산광역시,동구,2,6,4010,편 의 점,166830000,16421
202605,경기도,의정부시,2,4,4010,편 의 점,236620000,26003
202606,충청북도,증평군,2,4,8006,서양음식,9320000,765
202606,경상남도,진주시,1,3,8006,서양음식,147800000,13337
202606,부산광역시,연제구,2,6,4010,편 의 점,104030000,13008
202605,서울특별시,강남구,2,3,4010,편 의 점,529100000,72754
202601,경상남도,진주시,1,4,8006,서양음식,186350000,13982
202606,서울특별시,동대문구,2,3,8001,일반한식,243700000,7532
202603,서울특별시,마포구,1,5,8001,일반한식,1102240000,32713
202601,경기도,수원시 팔달구,2,3,4010,편 의 점,152740000,17860
202605,제주특별자치도,서귀포시,3,6,8001,일반한식,632970000,15091
202602,경기도,수원시 팔달구,1,6,8006,서양음식,97180000,8790
202603,충청남도,천안시 동남구,3,2,4010,편 의 점,102370000,13031
202603,전북특별자치도,임실군,1,6,8001,일반한식,139390000,5309
202602,충청북도,충주시,1,4,8001,일반한식,454930000,15411
202601,인천광역시,서구,1,3,8301,제 과 점,51790000,3966
202601,경기도,화성시 만세구,2,2,8001,일반한식,72440000,2398
202601,경기도,안양시 동안구,2,6,8001,일반한식,477660000,12828
202605,부산광역시,사상구,1,4,8006,서양음식,113540000,16168
202601,경상남도,창원시 마산합포구,2,4,8006,서양음식,115300000,9931
202603,전북특별자치도,고창군,1,5,4010,편 의 점,49010000,4216
202602,인천광역시,서구,2,4,8006,서양음식,234660000,20911
202605,광주광역시,서구,1,2,4010,편 의 점,213390000,32259
202605,부산광역시,사하구,2,5,8301,제 과 점,111770000,9082
202605,울산광역시,남구,1,5,8006,서양음식,244230000,23868
202605,경기도,부천시 오정구,x,x,8021,스넥,3430000,199
202605,전북특별자치도,전주시 덕진구,1,5,4010,편 의 점,301940000,35084
202604,서울특별시,성동구,2,5,8001,일반한식,368700000,11770
202601,광주광역시,서구,1,1,4010,편 의 점,25630000,5395
202602,부산광역시,수영구,2,2,8006,서양음식,278600000,19279
202604,서울특별시,영등포구,2,3,8006,서양음식,569530000,53595
202603,강원특별자치도,원주시,2,5,8005,중국음식,35930000,1238
202601,인천광역시,남동구,3,2,8006,서양음식,16030000,1628
202606,강원특별자치도,강릉시,1,6,8001,일반한식,972960000,23089
202602,울산광역시,울주군,2,6,8001,일반한식,435550000,10108
202605,충청남도,아산시,3,4,8001,일반한식,138790000,3732
202603,경기도,군포시,2,3,8006,서양음식,83620000,9136
202602,경기도,광주시,1,4,8001,일반한식,786830000,23004
202605,경상북도,고령군,3,2,8301,제 과 점,520000,52
202603,경상남도,양산시,2,3,4020,슈퍼 마켓,121600000,5516
202606,서울특별시,강북구,2,3,8004,일식회집,16970000,471
202605,경상북도,경주시,1,2,8006,서양음식,114420000,9903
202603,인천광역시,남동구,1,6,8005,중국음식,77160000,3114
202605,전라남도,나주시,1,5,8006,서양음식,74210000,7230
202603,인천광역시,부평구,2,4,8006,서양음식,168870000,19451
202602,전라남도,담양군,2,3,8001,일반한식,80370000,1837
202601,경기도,안산시 단원구,1,6,8006,서양음식,158020000,14935
202603,경상북도,김천시,2,2,8001,일반한식,27560000,813
202605,경상남도,창원시 마산합포구,2,6,8006,서양음식,130310000,9545
202605,충청남도,천안시 동남구,2,2,8004,일식회집,16830000,555
202602,강원특별자치도,강릉시,2,5,4010,편 의 점,113060000,10629
202601,경기도,동두천시,2,3,8301,제 과 점,5240000,372
202602,강원특별자치도,영월군,1,2,8001,일반한식,12690000,375
202602,광주광역시,동구,2,4,8001,일반한식,246750000,6486
202602,경상북도,구미시,2,3,8301,제 과 점,49480000,3663
202601,광주광역시,서구,1,6,4010,편 의 점,181370000,21149
202603,대구광역시,중구,3,2,8006,서양음식,62850000,4261
202606,경기도,부천시 원미구,2,4,4010,편 의 점,218740000,26741
202601,울산광역시,울주군,2,6,4010,편 의 점,68250000,5817
202604,대구광역시,서구,1,3,8001,일반한식,262190000,6460
202606,대구광역시,수성구,1,3,8301,제 과 점,35520000,2764
202604,광주광역시,광산구,2,5,4010,편 의 점,175890000,19970
202603,경기도,광명시,2,6,8001,일반한식,583110000,15127
202605,서울특별시,서대문구,1,5,8001,일반한식,613040000,18645
202606,경상북도,상주시,1,2,4010,편 의 점,45780000,6602
202606,전라남도,화순군,1,1,8001,일반한식,1520000,52
202605,경상북도,경산시,3,4,4010,편 의 점,34250000,4026
202605,서울특별시,마포구,2,3,8001,일반한식,765650000,23960
202605,울산광역시,중구,2,5,8006,서양음식,103300000,8965
202605,경기도,수원시 영통구,1,4,8021,스넥,75060000,4745
202605,인천광역시,부평구,1,5,4004,대형할인점,193470000,6415
202601,광주광역시,광산구,2,4,8006,서양음식,265670000,27673
202603,경상남도,김해시,2,6,8006,서양음식,168230000,13992
202606,전라남도,장성군,1,5,8001,일반한식,177250000,6051
202602,경기도,이천시,2,2,8006,서양음식,47390000,3717
202601,부산광역시,동구,3,3,8006,서양음식,16950000,1377
202603,대전광역시,유성구,1,4,4020,슈퍼 마켓,142900000,8206
202601,제주특별자치도,제주시,3,3,8001,일반한식,1128400000,28793
202605,대구광역시,중구,2,2,8005,중국음식,111360000,2950
202603,경기도,광명시,1,3,8006,서양음식,159870000,16065
202601,경기도,남양주시,1,4,8006,서양음식,361130000,25121
202606,울산광역시,남구,2,2,8006,서양음식,119230000,11840
202601,강원특별자치도,원주시,1,5,8004,일식회집,64920000,811
202601,제주특별자치도,제주시,x,x,8006,서양음식,306440000,23670
202605,강원특별자치도,평창군,x,x,4010,편 의 점,11290000,1255
202603,부산광역시,북구,1,2,8301,제 과 점,13220000,1251
202605,전라남도,해남군,1,6,4020,슈퍼 마켓,57840000,2341
202601,서울특별시,강북구,1,5,4020,슈퍼 마켓,314760000,19521
202605,울산광역시,중구,2,6,8301,제 과 점,43800000,3220
202603,충청남도,천안시 서북구,2,4,8006,서양음식,158360000,13741
202601,광주광역시,광산구,2,3,8001,일반한식,499860000,11754
202606,경기도,포천시,2,3,4010,편 의 점,52750000,5498
202603,부산광역시,동래구,2,4,4010,편 의 점,167520000,22852
202603,서울특별시,성동구,2,2,8004,일식회집,105930000,3527
202603,경기도,의정부시,1,3,8001,일반한식,585980000,15010
202604,경기도,용인시 처인구,3,6,4010,편 의 점,25000000,2394
202602,경기도,평택시,3,4,8001,일반한식,160910000,4610
202601,부산광역시,동래구,1,5,4010,편 의 점,315460000,40109
202605,경상남도,거제시,2,5,4020,슈퍼 마켓,120530000,5751
202605,경상남도,밀양시,1,4,8006,서양음식,53280000,4309
202604,대전광역시,대덕구,1,1,4010,편 의 점,11640000,2877
202602,서울특별시,중랑구,2,5,8006,서양음식,112290000,11586
202601,서울특별시,마포구,2,4,4010,편 의 점,209390000,27141
202603,제주특별자치도,제주시,1,4,4020,슈퍼 마켓,713310000,31028
202606,대구광역시,중구,2,2,8001,일반한식,480050000,15087
202603,인천광역시,계양구,2,2,4010,편 의 점,68050000,9770
202606,대구광역시,남구,1,5,8006,서양음식,79760000,8397
202601,경기도,안양시 만안구,2,2,8001,일반한식,85600000,2764
202603,경기도,포천시,1,3,4010,편 의 점,144170000,15288
202602,경상남도,창원시 마산회원구,1,2,8006,서양음식,44420000,4744
202602,인천광역시,연수구,2,2,8006,서양음식,127170000,10676
202602,전라남도,영암군,2,2,8021,스넥,1150000,53
202605,경기도,부천시 원미구,3,4,4004,대형할인점,45530000,1072
202604,경상남도,남해군,1,5,8001,일반한식,248380000,4714
202606,서울특별시,도봉구,2,4,4010,편 의 점,109780000,13550
202606,서울특별시,관악구,2,3,8005,중국음식,41620000,1410
202606,광주광역시,서구,1,4,8021,스넥,94490000,4808
202606,제주특별자치도,제주시,3,5,8021,스넥,146650000,8235
202606,전라남도,여수시,2,4,8301,제 과 점,33710000,2478
202606,경기도,수원시 팔달구,1,2,8006,서양음식,209810000,17581
202602,인천광역시,부평구,3,3,4004,대형할인점,45340000,995
202604,경기도,의왕시,1,4,8001,일반한식,283340000,6366
202602,경기도,구리시,2,5,8006,서양음식,69190000,6673
202604,경기도,남양주시,3,4,4010,편 의 점,37670000,4485
202605,경상남도,김해시,2,3,8001,일반한식,501620000,14486
202602,인천광역시,미추홀구,1,4,4020,슈퍼 마켓,251100000,16721
202605,부산광역시,동구,1,3,8006,서양음식,93730000,13197
202603,경기도,김포시,1,2,4010,편 의 점,284000000,32655
202602,경기도,안성시,3,4,4020,슈퍼 마켓,130300000,5675
202602,광주광역시,남구,2,1,8006,서양음식,7750000,1081
202605,충청남도,당진시,1,4,4010,편 의 점,355810000,33038
202606,부산광역시,기장군,1,6,4010,편 의 점,180450000,21188
202602,광주광역시,남구,1,6,8301,제 과 점,36270000,2332
202606,경기도,김포시,2,3,4010,편 의 점,171290000,19189
202604,서울특별시,광진구,2,1,8001,일반한식,34010000,1460
202604,충청북도,보은군,1,6,4010,편 의 점,18680000,1751
202604,경상북도,구미시,1,6,4004,대형할인점,137830000,3265
202603,경상남도,거제시,1,4,8006,서양음식,130730000,11717
202601,부산광역시,기장군,2,5,4010,편 의 점,98120000,10746
202602,서울특별시,광진구,1,5,8001,일반한식,747600000,21670
202601,경기도,남양주시,2,4,4010,편 의 점,301250000,32044
202602,경상남도,창원시 의창구,1,3,8001,일반한식,358400000,8154
202604,전북특별자치도,전주시 덕진구,1,2,4010,편 의 점,161290000,28370
202605,경상북도,포항시 남구,1,4,8301,제 과 점,35660000,2638
202606,충청북도,청주시 청원구,2,5,4010,편 의 점,89270000,9715
202605,서울특별시,서초구,1,2,8001,일반한식,552900000,17562
202606,대전광역시,동구,3,5,8001,일반한식,42430000,1362
202605,경상북도,포항시 북구,2,2,4020,슈퍼 마켓,36440000,2036
202601,전라남도,광양시,2,4,8021,스넥,22020000,1284
202601,충청남도,보령시,1,3,8001,일반한식,165340000,2988
202601,전북특별자치도,정읍시,2,6,8006,서양음식,29560000,1724
202606,서울특별시,구로구,1,5,8006,서양음식,155410000,21115
202605,대전광역시,유성구,2,2,8006,서양음식,157930000,16737
202604,경상북도,경산시,2,2,8001,일반한식,163850000,6144
202603,인천광역시,남동구,1,6,8021,스넥,86880000,5666
202601,세종특별자치시,세종특별자치시,2,5,4004,대형할인점,45420000,2376
202601,서울특별시,도봉구,1,4,8006,서양음식,82560000,8594
202601,경기도,남양주시,2,6,4010,편 의 점,168650000,17424
202606,강원특별자치도,춘천시,2,3,4010,편 의 점,98220000,10856
202602,충청북도,충주시,3,5,4010,편 의 점,30760000,2803
202602,경상북도,울진군,1,6,4020,슈퍼 마켓,62630000,2416
202602,부산광역시,동구,2,6,4010,편 의 점,130600000,12547
202601,인천광역시,계양구,1,4,8001,일반한식,495470000,12663
202606,충청남도,공주시,2,4,8001,일반한식,171480000,9723
202604,부산광역시,동구,2,4,8001,일반한식,224970000,7896
202601,경기도,포천시,1,4,8006,서양음식,71070000,4986
202603,대구광역시,동구,2,3,8006,서양음식,146540000,14401
202602,충청남도,논산시,3,3,8006,서양음식,16560000,981
202605,경상남도,합천군,1,6,8005,중국음식,15770000,539
202601,서울특별시,양천구,2,5,8021,스넥,63600000,4640
202601,경기도,광주시,3,3,4010,편 의 점,102990000,10624
202606,경상북도,경산시,3,4,8021,스넥,3960000,316
202604,서울특별시,마포구,2,2,8021,스넥,109110000,8320
202604,경기도,김포시,2,3,8301,제 과 점,44030000,4012
202605,전북특별자치도,순창군,x,x,8021,스넥,11900000,513
202602,충청북도,충주시,1,3,8005,중국음식,22870000,778
202605,인천광역시,남동구,3,5,8001,일반한식,90350000,2502
202604,전북특별자치도,부안군,1,3,8001,일반한식,46200000,977
202602,경기도,수원시 영통구,1,1,8006,서양음식,20490000,2510
202602,서울특별시,영등포구,3,4,8001,일반한식,131430000,3210
202602,울산광역시,중구,2,5,4010,편 의 점,67610000,7216
202605,전북특별자치도,고창군,x,x,8006,서양음식,10670000,690
202606,전북특별자치도,군산시,1,2,8001,일반한식,142010000,3815
202603,전북특별자치도,전주시 완산구,2,2,4020,슈퍼 마켓,31740000,2883
202602,충청북도,충주시,2,6,4020,슈퍼 마켓,423740000,12315
202602,경기도,파주시,3,5,4020,슈퍼 마켓,45100000,1539
202601,강원특별자치도,양양군,1,2,8006,서양음식,9150000,634
202604,인천광역시,남동구,2,2,8006,서양음식,116010000,13090
202604,경기도,의정부시,2,5,4020,슈퍼 마켓,431340000,19442
202606,부산광역시,금정구,1,4,4004,대형할인점,149570000,3951
202602,경상북도,영천시,2,6,8006,서양음식,23960000,1638
202604,서울특별시,관악구,x,x,8001,일반한식,202520000,7165
202604,전북특별자치도,완주군,1,4,4010,편 의 점,98990000,10270
202604,서울특별시,광진구,2,1,8301,제 과 점,2490000,410
